A-200 Shampoo Concentrate	guess=drug	gold=	confidence=0.8748324827817325
Example:	Shikari	guess=person	gold=	confidence=0.3912826957105396
Example:	Si fa presto a dire amore...	guess=company	gold=	confidence=0.6116336672153777
Example:	Sideways	guess=place	gold=	confidence=0.4618069813986272
Example:	Sidney Poitier, One Bright Light	guess=movie	gold=	confidence=0.8458667118383668
Example:	Siempre te amar�	guess=movie	gold=	confidence=0.863749845476028
Example:	Sin's Kitchen	guess=movie	gold=	confidence=0.5314904663447183
Example:	Siostry	guess=drug	gold=	confidence=0.32695261952000976
Example:	Skeletons in the Closet	guess=movie	gold=	confidence=0.6019663234248203
Example:	Smoke & Mirrors: The Art and Science of Stunts	guess=movie	gold=	confidence=0.990371480395916
Example:	Snapped	guess=drug	gold=	confidence=0.3645815923428666
Example:	Solange es M�nner gibt	guess=movie	gold=	confidence=0.9268002957522481
Example:	Song of the Sea Otter	guess=movie	gold=	confidence=0.8910817824460537
Example:	Sonntags	guess=place	gold=	confidence=0.47826046632551517
Example:	South	guess=place	gold=	confidence=0.8483769162624095
Example:	South Tunnel	guess=place	gold=	confidence=0.5810544192298027
Example:	Spec Ops: Stealth Patrol	guess=movie	gold=	confidence=0.9049649011396279
Example:	Spinning Gasing	guess=movie	gold=	confidence=0.5109761524705532
Example:	Spoof!	guess=movie	gold=	confidence=0.6864725950865327
Example:	Spoof! An Insider's Guide to Short Film Success	guess=movie	gold=	confidence=0.9909255144712352
Example:	Spotlight on George Takei	guess=movie	gold=	confidence=0.9309467783369352
Example:	Star Wars: Episode I - Jedi Power Battles	guess=movie	gold=	confidence=0.9951722090807231
Example:	Starforce	guess=place	gold=	confidence=0.4528376393560869
Example:	Stars Sing The Beatles	guess=movie	gold=	confidence=0.6926632747257422
Example:	Steps to the Stars	guess=person	gold=	confidence=0.6614810903121536
Example:	Sting: The Brand New Day Tour - Live from the Universal Amphitheatre	guess=movie	gold=	confidence=0.9998960775056921
Example:	Stj�rnfall	guess=place	gold=	confidence=0.6300397655366896
Example:	Stopar	guess=place	gold=	confidence=0.46584559808401577
Example:	Stranger with a Camera	guess=movie	gold=	confidence=0.7812794906257369
Example:	Strangers to Themselves	guess=movie	gold=	confidence=0.7955830861079988
Example:	Strawberry Flavour	guess=movie	gold=	confidence=0.34303072150966507
Example:	Street Love	guess=movie	gold=	confidence=0.5566819989136063
Example:	Suckerpunch	guess=place	gold=	confidence=0.6036467668512701
Example:	Supaas torabaraazu	guess=movie	gold=	confidence=0.6423018622730401
Example:	Superstar Female Serial Killer	guess=movie	gold=	confidence=0.4301616631660594
Example:	Survival of the Fattest	guess=movie	gold=	confidence=0.8911176063019379
Example:	Surviving Abyssinia	guess=movie	gold=	confidence=0.5302507625033778
Example:	Suzhou he	guess=person	gold=	confidence=0.46981323396685104
Example:	Sweet	guess=place	gold=	confidence=0.4093987904697923
Example:	Sync	guess=drug	gold=	confidence=0.676548738525281
Example:	T'en as?	guess=movie	gold=	confidence=0.9011243505179067
Example:	T.R.A.X.	guess=company	gold=	confidence=0.7693971777121578
Example:	Taivas tiell�	guess=movie	gold=	confidence=0.7580977912051011
Example:	Take It to the Limit	guess=movie	gold=	confidence=0.7279517200754522
Example:	Take My Life... Please	guess=movie	gold=	confidence=0.6620136634054309
Example:	Tales of an Island	guess=movie	gold=	confidence=0.48425099016707307
Example:	Tatort - Chaos	guess=movie	gold=	confidence=0.49523934727166974
Example:	Tatort - Mord am Fluss	guess=movie	gold=	confidence=0.7816965863124284
Example:	Tatort - Tod vor Scharh�rn	guess=movie	gold=	confidence=0.8692740187920132
Example:	Team Spirit	guess=drug	gold=	confidence=0.5616620723781799
Example:	Teens Get Real	guess=movie	gold=	confidence=0.4079368496005135
Example:	Teletubbies: Nursery Rhymes	guess=movie	gold=	confidence=0.9275363867518305
Example:	Tempting Fate	guess=drug	gold=	confidence=0.5024056113020222
Example:	Tenshi no rakuen	guess=movie	gold=	confidence=0.6369802315575547
Example:	Terra Son�mbula	guess=person	gold=	confidence=0.5216788943184199
Example:	Terry Eichler: Beyond Duc My	guess=movie	gold=	confidence=0.9516017191921413
Example:	That's Life	guess=movie	gold=	confidence=0.7630781476184443
Example:	The American Astronaut	guess=movie	gold=	confidence=0.9184848809074558
Example:	The Announcement	guess=movie	gold=	confidence=0.8409134945893294
Example:	The Barber	guess=movie	gold=	confidence=0.907921155282718
Example:	The Black Meteor	guess=movie	gold=	confidence=0.9743601905675034
Example:	The Bread, My Sweet	guess=movie	gold=	confidence=0.9879108671235516
Example:	The Calling	guess=movie	gold=	confidence=0.6911451225867401
Example:	The Cave	guess=movie	gold=	confidence=0.8038790184350144
Example:	The Child	guess=movie	gold=	confidence=0.7766708659039561
Example:	The Child and the Soldier	guess=movie	gold=	confidence=0.9616428618267375
Example:	The Chippendales Murder	guess=movie	gold=	confidence=0.8052970136577384
Example:	The Cindy Margolis Show	guess=movie	gold=	confidence=0.9549911211631081
Example:	The City of Strangers	guess=movie	gold=	confidence=0.874815281479963
Example:	The Closer You Get	guess=movie	gold=	confidence=0.8282380938285971
Example:	The Comedian	guess=movie	gold=	confidence=0.8766506037870483
Example:	The Corrs: Unplugged	guess=movie	gold=	confidence=0.9901779325368538
Example:	The Courage to Love	guess=movie	gold=	confidence=0.9204834796329292
Example:	The Dark Years	guess=movie	gold=	confidence=0.9773808167507252
Example:	The Dave Saint Show	guess=movie	gold=	confidence=0.9828937538029572
Example:	The Distinct Smell of Red	guess=movie	gold=	confidence=0.9583787958014918
Example:	The Djinn	guess=movie	gold=	confidence=0.9401654508735525
Example:	The Etiquette Man	guess=movie	gold=	confidence=0.8924603339221039
Example:	The Exhibited	guess=movie	gold=	confidence=0.8988770471557872
Example:	The Film Biker	guess=movie	gold=	confidence=0.973843800727478
Example:	The Flunky	guess=movie	gold=	confidence=0.9390499420967455
Example:	The Flux of Images	guess=movie	gold=	confidence=0.9594060004403991
Example:	The Future of War	guess=movie	gold=	confidence=0.9742293648697012
Example:	The Gang	guess=movie	gold=	confidence=0.9069718069672519
Example:	The Gas Station	guess=movie	gold=	confidence=0.945006073260031
Example:	The Genocide Factor	guess=movie	gold=	confidence=0.9247248017974237
Example:	The Gods of Times Square	guess=movie	gold=	confidence=0.9842328083802676
Example:	The Heart's Root	guess=movie	gold=	confidence=0.9923130306752124
Example:	The Hiking Viking	guess=movie	gold=	confidence=0.9754841931509346
Example:	The Hollywood Sign	guess=movie	gold=	confidence=0.9712853541455068
Example:	The Horror of...	guess=company	gold=	confidence=0.5432678328030327
Example:	The Innocent	guess=movie	gold=	confidence=0.48172715153562323
Example:	The John Report with Bob	guess=movie	gold=	confidence=0.9601663389334847
Example:	The Journey of Jared Price	guess=movie	gold=	confidence=0.9605581159583689
Example:	The King's Guard	guess=movie	gold=	confidence=0.9930654801674481
Example:	The Last Buckaroo	guess=movie	gold=	confidence=0.9748226747686066
Example:	The Last Musketeer	guess=movie	gold=	confidence=0.9770542356945615
Example:	The Leatherwoman	guess=movie	gold=	confidence=0.9323327788427666
Example:	The Making of Lef	guess=movie	gold=	confidence=0.993569456127118
Example:	The Moving of Sophia Myles	guess=movie	gold=	confidence=0.9940556540479804
Example:	The Mystery of Spoon River	guess=movie	gold=	confidence=0.9694299963871816
Example:	The Mystery of the Romanovs	guess=movie	gold=	confidence=0.9953941724531133
Example:	The Near Future	guess=movie	gold=	confidence=0.9159076703897138
Example:	The Old Spaghetti Factory	guess=movie	gold=	confidence=0.943537231639634
Example:	The Opponent	guess=movie	gold=	confidence=0.5470471061333699
Example:	The Opportunists	guess=movie	gold=	confidence=0.6238572076340443
Example:	The Optimists	guess=movie	gold=	confidence=0.8642806060612778
Example:	The Passage	guess=movie	gold=	confidence=0.9606443301331554
Example:	The Pretenders	guess=movie	gold=	confidence=0.8755945807380635
Example:	The Real Flying Tigers	guess=movie	gold=	confidence=0.9584592073242557
Example:	The Runaway	guess=movie	gold=	confidence=0.9448364606421207
Example:	The Secret	guess=movie	gold=	confidence=0.8603421480848648
Example:	The Sopornos	guess=movie	gold=	confidence=0.8136919887274282
Example:	The Strange Case of Se�or Computer	guess=movie	gold=	confidence=0.9406750480915996
Example:	The Substitute: Failure Is Not an Option	guess=movie	gold=	confidence=0.9960768596031552
Example:	The Summer Intern	guess=movie	gold=	confidence=0.7200902550488373
Example:	The Summer of the Kavalcutes	guess=movie	gold=	confidence=0.9941391483857792
Example:	The Tao of Steve	guess=movie	gold=	confidence=0.9841617430731846
Example:	The Tattoo	guess=movie	gold=	confidence=0.9051653265736717
Example:	The Theory of Everything	guess=movie	gold=	confidence=0.9887130850923211
Example:	The Van Boys	guess=movie	gold=	confidence=0.9526493380606039
Example:	The Visit	guess=movie	gold=	confidence=0.9223978293384006
Example:	The War Behind the Wire	guess=movie	gold=	confidence=0.9729688524822239
Example:	The War Next Door	guess=movie	gold=	confidence=0.9082083282967747
Example:	The Way of the Birds	guess=movie	gold=	confidence=0.9923932486864863
Example:	The Weight of Water	guess=movie	gold=	confidence=0.9918830273903635
Example:	The Wog Boy	guess=movie	gold=	confidence=0.9733186004238806
Example:	There's Something About Jack 11	guess=movie	gold=	confidence=0.9991442501252144
Example:	They Will Laugh	guess=movie	gold=	confidence=0.9493072756132807
Example:	Things You Can Tell Just by Looking at Her	guess=movie	gold=	confidence=0.6907429438506566
Example:	This Is How the World Ends	guess=person	gold=	confidence=0.5098305827235924
Example:	Thomas the Falconer	guess=person	gold=	confidence=0.7797389426055659
Example:	Thomson of Arnhem Land	guess=person	gold=	confidence=0.8723147200456819
Example:	Tight-Ass Lowriders	guess=place	gold=	confidence=0.5029865406130303
Example:	Time Gentlemen, Please	guess=movie	gold=	confidence=0.7691584941093073
Example:	Time of our Lives	guess=movie	gold=	confidence=0.7371098310903657
Example:	Time to Live	guess=movie	gold=	confidence=0.5973320078431567
Example:	Titkos szeret�k	guess=movie	gold=	confidence=0.8364609216586908
Example:	Tmavomoudr� svet	guess=movie	gold=	confidence=0.7699613975369325
Example:	To the End of the Road	guess=movie	gold=	confidence=0.878763005756515
Example:	Together	guess=place	gold=	confidence=0.6786757592626211
Example:	Tokyo Raiders	guess=movie	gold=	confidence=0.6636503807935785
Example:	Tom Clancy's Rainbow Six	guess=movie	gold=	confidence=0.5963715119044497
Example:	Tom Sawyer	guess=person	gold=	confidence=0.48436877474198736
Example:	Top Tens	guess=company	gold=	confidence=0.5064285601301275
Example:	Torab al-ghoraba	guess=place	gold=	confidence=0.3642913825783162
Example:	Tout est calme	guess=movie	gold=	confidence=0.6560464922671216
Example:	Transcension	guess=movie	gold=	confidence=0.3061778994949364
Example:	Travel Daze	guess=movie	gold=	confidence=0.6393261389411863
Example:	Traveling Miles: Cassandra Wilson	guess=movie	gold=	confidence=0.9936905598801758
Example:	Tre anni	guess=company	gold=	confidence=0.336555008237319
Example:	Trial by Fire	guess=drug	gold=	confidence=0.5029542537473756
Example:	Tribute to Alfred Lepetit	guess=drug	gold=	confidence=0.7592217284129096
Example:	Trixie	guess=drug	gold=	confidence=0.9281918918288908
Example:	True Hollywood Stories: Billionaire Boys Club	guess=movie	gold=	confidence=0.9913462565547125
Example:	Trzy szalone zera	guess=movie	gold=	confidence=0.5809890797413442
Example:	Turbulence	guess=place	gold=	confidence=0.6999115740718428
Example:	Twice the Fun	guess=movie	gold=	confidence=0.577086486698318
Example:	Ultimate Fighting Championship	guess=drug	gold=	confidence=0.6651137366320985
Example:	Um Dia na Vida	guess=movie	gold=	confidence=0.7896977909261539
Example:	Un Anno in campagna	guess=company	gold=	confidence=0.5230911489283366
Example:	Un Colpo al cuore	guess=company	gold=	confidence=0.8254139282859883
Example:	Un enfant, un secret	guess=movie	gold=	confidence=0.6951307561441107
Example:	Un possible amour	guess=movie	gold=	confidence=0.8560728479954053
Example:	Unauthorized Brady Bunch: The Final Days	guess=movie	gold=	confidence=0.9964610064256199
Example:	Une jeune fille � la fen�tre	guess=movie	gold=	confidence=0.990301932012538
Example:	Une m�re en col�re	guess=movie	gold=	confidence=0.9542801038504902
Example:	Unreal Ads	guess=movie	gold=	confidence=0.39290784048008875
Example:	Urmel 2: Faule Tricks auf hoher See	guess=movie	gold=	confidence=0.9998762811645604
Example:	Uttara	guess=place	gold=	confidence=0.30219915576087875
Example:	VH-1 to One: The Corrs	guess=movie	gold=	confidence=0.9396993939571042
Example:	VH1 Divas 2000: A Tribute to Diana Ross	guess=movie	gold=	confidence=0.9995801265276945
Example:	Vamos Chile	guess=person	gold=	confidence=0.3612539985053689
Example:	Vampires of Sorority Row Part II	guess=company	gold=	confidence=0.6824598746559227
Example:	Vanishing Point	guess=drug	gold=	confidence=0.3922545718640307
Example:	Vendetta	guess=place	gold=	confidence=0.47539097410909525
Example:	Vent de col�re	guess=movie	gold=	confidence=0.7389561416258857
Example:	Verboden te zuchten	guess=movie	gold=	confidence=0.7285426377741444
Example:	Victor	guess=drug	gold=	confidence=0.5512607923960464
Example:	Vies	guess=person	gold=	confidence=0.284480309881947
Example:	Viimeiset mitalit	guess=movie	gold=	confidence=0.5116360249555452
Example:	Viktor	guess=place	gold=	confidence=0.3232987036474778
Example:	Violence On Violence	guess=drug	gold=	confidence=0.3713911318865688
Example:	Virtuoso	guess=place	gold=	confidence=0.37897023914856726
Example:	Vogelforscher	guess=place	gold=	confidence=0.8468352032933983
Example:	WWF No Mercy	guess=movie	gold=	confidence=0.39273651342522814
Example:	Waking Mele	guess=movie	gold=	confidence=0.48266190156987515
Example:	Wang ming zhi tao	guess=movie	gold=	confidence=0.8433434589200399
Example:	Wanna See Me Pee?	guess=movie	gold=	confidence=0.7641264097936742
Example:	Warpath	guess=place	gold=	confidence=0.8504115406253407
Example:	Washed Up	guess=movie	gold=	confidence=0.5621067671129727
Example:	Welcome to New York	guess=movie	gold=	confidence=0.8453616945816516
Example:	What About Me: The Rise of the Nihilist Spasm Band	guess=movie	gold=	confidence=0.9995518371477532
Example:	What Makes a Family	guess=movie	gold=	confidence=0.948457056582269
Example:	Where the Money Is	guess=movie	gold=	confidence=0.6860176782756231
Example:	White Lightning	guess=place	gold=	confidence=0.4448330213535962
Example:	Wilder Days	guess=person	gold=	confidence=0.9441490325201467
Example:	Wilder Kaiser - Das Duell	guess=person	gold=	confidence=0.9693566574461473
Example:	Window	guess=place	gold=	confidence=0.7634629031811628
Example:	Winds of Passion	guess=movie	gold=	confidence=0.7124317493585381
Example:	With Closed Eyes	guess=movie	gold=	confidence=0.4508761502190267
Example:	Wonder Boys	guess=movie	gold=	confidence=0.41683466474392983
Example:	Wonderland ...It Ain't	guess=company	gold=	confidence=0.7423174053485314
Example:	Word of Honor	guess=movie	gold=	confidence=0.6097632943707219
Example:	Xi yang jing	guess=movie	gold=	confidence=0.7633815289701358
Example:	Xian's Finest	guess=movie	gold=	confidence=0.8611323977113594
Example:	Y decirte alguna estupidez, por ejemplo, te quiero	guess=movie	gold=	confidence=0.9593167968437162
Example:	Yes, Dear	guess=movie	gold=	confidence=0.6250340799758032
Example:	Yi jian zhong qing	guess=movie	gold=	confidence=0.7938382826968001
Example:	Yo soy as�	guess=movie	gold=	confidence=0.8683001699323177
Example:	Yocavil	guess=movie	gold=	confidence=0.2729595809019278
Example:	You Made It	guess=movie	gold=	confidence=0.6020346702863331
Example:	You'll Do	guess=movie	gold=	confidence=0.8889981043181733
Example:	Yung wong jik chin	guess=movie	gold=	confidence=0.8434949517552183
Example:	Zebralla	guess=place	gold=	confidence=0.4926159310030086
Example:	Zir-e poost-e shahr	guess=movie	gold=	confidence=0.6714079500934022
Example:	Zwei vom Blitz getroffen	guess=movie	gold=	confidence=0.9138619676348907
Example:	�Ja me maaten..!	guess=movie	gold=	confidence=0.9444843010420166
Example:	� ma soeur!	guess=movie	gold=	confidence=0.9584525402878434
Example:	�pouse-moi	guess=movie	gold=	confidence=0.6080103829618929
Example:	������ �����������	guess=movie	gold=	confidence=0.9978574018535296
Example:	AEGON N.V.	guess=company	gold=	confidence=0.4414253577225012
Example:	ALZA Corporation	guess=drug	gold=	confidence=0.5080169350787855
Example:	AMPCO Pittsburgh Corporation	guess=drug	gold=	confidence=0.5114866721769693
Example:	AON Corporation	guess=company	gold=	confidence=0.650322297884977
Example:	Abbey National Plc.	guess=drug	gold=	confidence=0.4371746033362932
Example:	Abercrombie & Fitch	guess=movie	gold=	confidence=0.36926400610383764
Example:	Agnico-Eagle Mines Limited	guess=drug	gold=	confidence=0.4244547079540286
Example:	Airgas On-line	guess=drug	gold=	confidence=0.5041007320427152
Example:	Ak Steel Holding Corp	guess=company	gold=	confidence=0.5568812676959114
Example:	Alberto Culver Co.	guess=company	gold=	confidence=0.7776657453305355
Example:	Amcol International Corporation	guess=company	gold=	confidence=0.8847721721750097
Example:	American Finl Cap Tr I	guess=company	gold=	confidence=0.9970517528266079
Example:	American Home Prods Corp	guess=company	gold=	confidence=0.9502545059580554
Example:	American Municipal Term Trust Inc.	guess=company	gold=	confidence=0.9946844995754184
Example:	American Retirement Corp.	guess=company	gold=	confidence=0.9553922410314233
Example:	Archstone Cmntys Tr	guess=company	gold=	confidence=0.8064282694082974
Example:	Arden Realty Inc.	guess=company	gold=	confidence=0.8236064661469468
Example:	Asia Pacific Wire & Cable	guess=company	gold=	confidence=0.5236559654064818
Example:	Associated Estates Realty Corporation	guess=movie	gold=	confidence=0.4205006466984364
Example:	Atwood Oceanics Inc.	guess=company	gold=	confidence=0.8979282899580655
Example:	BKF Capital Group, Inc.	guess=company	gold=	confidence=0.9975384058361945
Example:	BRADY CORP	guess=drug	gold=	confidence=0.5804468189192611
Example:	BRT Realty Trust.	guess=company	gold=	confidence=0.5634838684928644
Example:	Bairnco Corporation	guess=company	gold=	confidence=0.6696765470469297
Example:	Bally Total Fitness Holding Corp.	guess=company	gold=	confidence=0.8450421054137774
Example:	Battle Mountain Gold Co.	guess=company	gold=	confidence=0.5896715089618907
Example:	Battle Mtn Gold Co	guess=company	gold=	confidence=0.626941369376039
Example:	Bay View Capital I	guess=company	gold=	confidence=0.48713815559335877
Example:	Beckman Coulter Inc	guess=company	gold=	confidence=0.8209151275190006
Example:	Belz Richard	guess=person	gold=	confidence=0.3691985483101119
Example:	Berkshire Hathaway Inc	guess=person	gold=	confidence=0.7182568297949222
Example:	Best Buy Co.	guess=company	gold=	confidence=0.527018682872492
Example:	Best Foods	guess=movie	gold=	confidence=0.6310908662508837
Example:	Blount International Inc.	guess=company	gold=	confidence=0.9267970793688717
Example:	Blue Square-Israel Ltd	guess=drug	gold=	confidence=0.3808202501339564
Example:	Blyth Industries Inc.	guess=company	gold=	confidence=0.7349911516790076
Example:	Bny Cap Ii	guess=company	gold=	confidence=0.9339923674277018
Example:	Boulder Total Return Fund Incorporated	guess=company	gold=	confidence=0.7970420278254482
Example:	Boyd Gaming Corp	guess=company	gold=	confidence=0.6661860106921902
Example:	Brandywine Realty Trust	guess=movie	gold=	confidence=0.4064521838206785
Example:	Bristol Myers Squibb Co	guess=person	gold=	confidence=0.5652016652052057
Example:	British Energy Plc	guess=person	gold=	confidence=0.5078986914654695
Example:	British Steel Plc	guess=person	gold=	confidence=0.35713892045923706
Example:	Brush Wellman Inc	guess=person	gold=	confidence=0.5991550291972387
Example:	CB Richard Ellis Services Inc.	guess=company	gold=	confidence=0.9334769161970684
Example:	CNA Surety Corporation	guess=company	gold=	confidence=0.8574089024844707
Example:	CVS Corporation	guess=company	gold=	confidence=0.7442903284806645
Example:	Cabletron Systems Inc.	guess=company	gold=	confidence=0.9148655878282935
Example:	Cablevision Sys Corp	guess=company	gold=	confidence=0.8053966183283765
Example:	Canon, Inc.	guess=company	gold=	confidence=0.9955051969996874
Example:	Capital Re LLC	guess=company	gold=	confidence=0.7886710205743216
Example:	Capital Trust Inc.	guess=company	gold=	confidence=0.9777495565496248
Example:	Caterpillar Inc.	guess=company	gold=	confidence=0.9380773069960727
Example:	Cbl & Associates Properties Inc.	guess=company	gold=	confidence=0.9957316072580109
Example:	Centex Corporation	guess=company	gold=	confidence=0.6809854890121418
Example:	Ceridian Corporation	guess=company	gold=	confidence=0.7179981707841552
Example:	Chelsea Property Group, Inc.	guess=company	gold=	confidence=0.9975585523160995
Example:	Chris Craft Industries Inc.	guess=company	gold=	confidence=0.9440074028715033
Example:	Cigna Investment Securities, Inc.	guess=company	gold=	confidence=0.995108114147098
Example:	Circuit City Stores Inc.	guess=company	gold=	confidence=0.9938544486720273
Example:	Coastalcast Corporation	guess=company	gold=	confidence=0.8162039980217495
Example:	Colonial Investment Grade Municipal Trust	guess=company	gold=	confidence=0.8291065530297503
Example:	Colonial Properties Trust	guess=company	gold=	confidence=0.7074707094616992
Example:	Columbus Southern Power Co.	guess=company	gold=	confidence=0.6596745194417741
Example:	Comed Financing	guess=company	gold=	confidence=0.4660544916005641
Example:	Comfort Systems USA Inc.	guess=company	gold=	confidence=0.916004552349622
Example:	CompX International Inc.	guess=company	gold=	confidence=0.9892080654812928
Example:	Computer Task Group, Incorporated	guess=company	gold=	confidence=0.9947059297687106
Example:	Consolidated Edison Inc.	guess=company	gold=	confidence=0.6923817099898646
Example:	Cooper Cameron Corporation.	guess=company	gold=	confidence=0.9968577586703584
Example:	Copene-Petroqu�mica do Nordeste	guess=movie	gold=	confidence=0.6229227389172041
Example:	Cornell Companies Inc.	guess=company	gold=	confidence=0.9708159186036975
Example:	Cornerstone Propane Partnership L.P.	guess=company	gold=	confidence=0.9442798619254181
Example:	Correctional Properties Trust.	guess=company	gold=	confidence=0.69731678292632
Example:	Cox Communication Inc.	guess=company	gold=	confidence=0.9823981108513177
Example:	Crane Co.	guess=company	gold=	confidence=0.9199587370178542
Example:	CryoLife, Inc.	guess=company	gold=	confidence=0.9551988362776751
Example:	DTE Energy Co.	guess=company	gold=	confidence=0.8513603861596862
Example:	Dal Tile International Inc.	guess=company	gold=	confidence=0.9174038891517626
Example:	Dan River Inc.	guess=company	gold=	confidence=0.6272753938968535
Example:	Delaware Group Dividend & Income Fund, Inc.	guess=company	gold=	confidence=0.989458530259551
Example:	Detroit Edison	guess=movie	gold=	confidence=0.37079235800328797
Example:	Developers Diversified Realty Corporation.	guess=movie	gold=	confidence=0.7330967512147131
Example:	Devry, Inc.	guess=company	gold=	confidence=0.9365899506262866
Example:	Dillards Cap Tr I	guess=company	gold=	confidence=0.9488515284750734
Example:	Distribuci�n y Servicio (D&S)	guess=movie	gold=	confidence=0.7274538056159348
Example:	Dollar Thrifty Automotive Group Inc.	guess=company	gold=	confidence=0.6045642121524993
Example:	Downey Financial Corporation.	guess=company	gold=	confidence=0.6350058747584404
Example:	Dril-Quip, Inc.	guess=company	gold=	confidence=0.689681915732965
Example:	Dyerburg Corporation.	guess=company	gold=	confidence=0.4864381606566972
Example:	EIX Trust	guess=company	gold=	confidence=0.42801975991768815
Example:	Edison International.	guess=company	gold=	confidence=0.5248270916074415
Example:	Ek Chor China Motorcycle Co.	guess=company	gold=	confidence=0.9824281034748689
Example:	El Paso Energy Partners L P	guess=movie	gold=	confidence=0.46106962823033776
Example:	Elsevier N V	guess=person	gold=	confidence=0.6348268654350646
Example:	Energen Corporation	guess=company	gold=	confidence=0.801287091757916
Example:	Enesco Group Inc.	guess=company	gold=	confidence=0.9889113126802973
Example:	Engelhard Corporation	guess=company	gold=	confidence=0.3636609037702369
Example:	Enron Corporation	guess=company	gold=	confidence=0.8667542428636101
Example:	Entergy Gulf Sts Inc	guess=company	gold=	confidence=0.7126605677802059
Example:	Enterprises Products Partners L.P	guess=company	gold=	confidence=0.9063250780418027
Example:	Eog Resources Incorporated	guess=company	gold=	confidence=0.8141597256552728
Example:	Equitable Res Cap Tr I	guess=company	gold=	confidence=0.9814798709773617
Example:	Equities Office Properties Trust	guess=drug	gold=	confidence=0.49945415526600795
Example:	Espirito Santo Finl Grp S A	guess=company	gold=	confidence=0.9432760529950701
Example:	Espirito Santo Overseas Limited	guess=movie	gold=	confidence=0.7584489954945182
Example:	FDX Corporation.	guess=company	gold=	confidence=0.5347223758527455
Example:	FINL SEC ASSURN HLDGS LTD	guess=drug	gold=	confidence=0.8416942857277636
Example:	FLEETBOSTON FINL CORP	guess=drug	gold=	confidence=0.8523228951968669
Example:	Fannie Mae	guess=movie	gold=	confidence=0.6173023147820331
Example:	Fansteel Inc.	guess=company	gold=	confidence=0.6864255147509947
Example:	Federal Realty Investment Trust.	guess=company	gold=	confidence=0.6237061180804998
Example:	Federal Rlty Invt Tr	guess=company	gold=	confidence=0.828056459119558
Example:	Fedl Home Ln Mtg	guess=person	gold=	confidence=0.4059577047367304
Example:	First Data Corporation.	guess=company	gold=	confidence=0.8942116466376822
Example:	Fleetwood Enterprises Inc.	guess=company	gold=	confidence=0.8038298133745883
Example:	Fletcher Challenge Energy Division.	guess=person	gold=	confidence=0.4965373323319732
Example:	Fletcher challenge Limited (FFS.A)	guess=drug	gold=	confidence=0.8067204075108225
Example:	Flowers Industries Inc.	guess=company	gold=	confidence=0.6859270649438792
Example:	Flowserve Corporation.	guess=company	gold=	confidence=0.39734327568888284
Example:	Fort James Corporation	guess=movie	gold=	confidence=0.4935765620257991
Example:	Gabelli Equity Tr Inc	guess=company	gold=	confidence=0.6669215490296284
Example:	General Chemical Group Inc.	guess=company	gold=	confidence=0.9497182960519467
Example:	General Mtrs Cap Tr D	guess=company	gold=	confidence=0.9059525314634346
Example:	Giant Industries Inc.	guess=company	gold=	confidence=0.9082357452894645
Example:	Global Power Equipment Group Inc.	guess=company	gold=	confidence=0.9722232525974339
Example:	Goodrich Petroleum Corporation	guess=company	gold=	confidence=0.43832365073232693
Example:	Great Lakes Reit	guess=movie	gold=	confidence=0.5577225149245351
Example:	Great Northern Iron Ore Properties.	guess=company	gold=	confidence=0.9255813334854007
Example:	Griffon Corporation	guess=company	gold=	confidence=0.3390186060669628
Example:	Groupe Danone	guess=movie	gold=	confidence=0.49461127587148784
Example:	Grubb & Ellis Co.	guess=company	gold=	confidence=0.9300203085636674
Example:	Gucci Group N V	guess=company	gold=	confidence=0.8111564488465924
Example:	Gundle Slt Environmental	guess=person	gold=	confidence=0.37487251193244403
Example:	HALO Industries Inc.	guess=company	gold=	confidence=0.8409703964763946
Example:	Harris Corporation.	guess=company	gold=	confidence=0.7565057508482376
Example:	Harsco Corporation.	guess=company	gold=	confidence=0.8790975929105943
Example:	Head N.V.	guess=company	gold=	confidence=0.39037740415400296
Example:	Health Net, Inc.	guess=company	gold=	confidence=0.9509356464262075
Example:	Healthcare Rlty Tr	guess=drug	gold=	confidence=0.354000043520106
Example:	Highwoods Properties Inc	guess=movie	gold=	confidence=0.5012346381542285
Example:	Home Depot Inc.	guess=company	gold=	confidence=0.873081834807135
Example:	Homestake Mining Co.	guess=movie	gold=	confidence=0.5899851417420928
Example:	Honeywell International, Inc.	guess=company	gold=	confidence=0.8728381148561755
Example:	Household Cap Tr I	guess=company	gold=	confidence=0.9182901294328936
Example:	IBP Inc.	guess=company	gold=	confidence=0.9557724775019969
Example:	Indiana Energy Inc.	guess=company	gold=	confidence=0.9493890704678457
Example:	Internacional de Cer�mica S.A.	guess=company	gold=	confidence=0.5981512057140337
Example:	J.P. Morgan Chase & Co.	guess=company	gold=	confidence=0.9840071773781358
Example:	Jack in the Box Inc.	guess=person	gold=	confidence=0.4313836358245201
Example:	John Hancock Patriot Global Dividend Fund	guess=person	gold=	confidence=0.9031673268056742
Example:	Jostens Inc.	guess=person	gold=	confidence=0.703034880012515
Example:	KLM Royal Dutch Airlines.	guess=person	gold=	confidence=0.810103088083992
Example:	Kansas City Southern Industies Inc.	guess=company	gold=	confidence=0.864837738625198
Example:	Katy Inds Inc	guess=company	gold=	confidence=0.7644114951968719
Example:	Kimberly Clark Corp	guess=company	gold=	confidence=0.5880393680686183
